sentiment,text
positive,30 for 16$?  That’s awesome!!!!! Good price! The size is just right for everyday use!!! Love the quality 🤩
positive,Exact fit and came with new nuts and bolts.  Fast/safe delivery and ready to go out of the box.
negative,"These would be great fishing anchors.<br />Installed them, they produce zero spark. One of the damaged 46 year old coils they are replacing still sparks merrily along.<br /><br />I'm going to try replacing the plug caps with NGK ones I have, either way they have been nothing but trouble. I don't understand how everyone else seems to have positive reviews."
positive,"These fit my 2001 Ultra Classic perfectly. Were easy to install and really add a nice look to the dash. Just installed a few days ago and really pressed and repressed many times to make sure they hopefully stick. I gave adhesion a 3 star as I just don't know at this time if the double faced tape will hold with the vibration? if it does not work, plan B will be some small dots of epoxy.  Great look for not a bad price."
positive,These have kept me from the frustration of dropping and losing thing between seat! They are worth getting and would be a great gift!
positive,Its a Light it is a Turn signal It fits my truck and was reasonably price. Four More Words Required.
positive,"It did what it was supposed to and allowed me to easily code my BMW to fix error codes and also to reprogram some of the more annoying ""features"" that BMW insists on incorporating into the car.  Also allowed me to activate the Enhanced Bluetooth Audio, which was an unexpected bonus.  May try it on some of my other cars as well if I ever need to clear codes."
negative,Get a can of spray paint and save your money<br />  Very cheap made !!
positive,I have a leather couch and animals. I started getting scratch marks. This product was easy to use and really worked.
positive,Simple set up and lays out nicely. The best part is my Yeti 20 oz insulated coffee mug fit on the sides pockets. I was also able to get a square Kleenex box in the big pocket on top. Hold pump hand sanitizer and masks for easy access and use.
positive,i can’t stop getting compliments on this bumper sticker. looks great on my 1998 saturn s series
positive,"I swear by these mats.  If you have kids, they are great as to keeping the carpet looking great!  Also they are made in the USA."
positive,"My boys are 3 and 6 and love playing with this, bought the hammer as well and made them a red cape to go along with it.  Love hearing them play and use their imaginations."
positive,"Doesn't fit my steering wheel I waisted my money, I do not trust these people product, I'm not happy at all."
positive,Well it was just a stocking stuffers for my wife. To my surprise she really liked it. In fact bher friends are jealous and started looking for one for their fobs.
negative,I returned this item. The ball joint is not even a Moog.
positive,Exactly what I needed for the Driver Side fender well of my 2013 Altima
positive,"This is a great 100% Genuine Toyota truck bed mat. I just bought a new 2017 Toyota Tacoma and this is the first thing I bought to keep my truck bed in a top shape. This mat does make my truck bed looking good. In addition to its aesthetic appearance, it also protects my truck bed from any scratches or dings. It definitely helps my Taco maintain its awesome value. For those who just bought a new Taco, this is a definitely a great investment."
positive,"Why would anyone use anything else?  I've used this on lawn tractors (mine, a neighbor's, my mother-in-law's), 4 wheelers and passenger tires, and it's worked quickly and effectively each and every time.  If you've ever used that ""spray can"" flat fixer, you may be skeptical.  Kick the can and make the switch."
positive,I used this on my pulley clothesline and it works perfect. I only hope that over time it will hold up under the varying outdoor temps and conditions.
positive,"The jack stands will work as advertised, however, they arrived with numerous gouges in the steel and paint.  Cosmetically, they are one star, however, its a jack stand and bound to get damaged anyway."
negative,Not as nice as I thought they’d be. The sticky tape it comes with is strong but no way I’d use it on leather.  Guess I’ll add material to the outer sides to make them look nicer.
positive,"I have been making things frustrating forgetting to carry my sunglasses with me to and from the car. We have spots in the car to keep sunglasses, but they’re full these days and... so when I saw this case, decided to grab it. In general it’s a great, helpful item to have. But it’s not perfect.<br /><br />1. It arrives in a nice box, wrapped, and ready to go.<br />2. It’s easy to put in. There is the clip on the back - just slide it on.<br />3. It looks nice - a black faux leather kind of look and softer inside.<br />4. I tried a few different types and begins of sunglasses - some work, some do not. I can easily get the aviator style in, the ones with metal frames, but plastic frames that more wrap were all too big and did not fit. I tried pulling it further open, but was unable to get it to the point where they would go in well.<br />5. It sits on the outside or underside of the visor - on your side, not the roof side.<br />6. When the visor is up in front of you I do see it, but it’s not bothersome and within the first 10 or 15 minutes I forgot it was there and wasn’t “seeing it’ any longer.<br />7. When the visor is out - extended towards the window - it fits - in our Prius - fine, not holding the visor any lower than normal.<br /><br />Overall this is a nice holder and works fine. I do think one needs to consider 1. the kind of sunglasses and 2. how it’ll fit on the visor - 1. for protecting the glasses and 2. for safety in viewing. Beyond that, it seems well made and like it’ll last. I’m happy with this sunglasses case."
positive,small thin and powerful. you can use for push or pull
positive,"My review is relevant to a 2017 Dodge Ram Crew with the 6'4&#34; bed.<br /><br />Package arrived undamaged and a day early (on Labor Day)<br /><br />Very easy to assemble and install - I have a spray in bedliner and the dimples to drill the holes were already there so no need for a punch.<br /><br />The only reason I am not giving 5 stars is that the curved rails were not thought out enough.  If they would have designed it with less of a radius, it would have cleared 4X8 sheets of ply and drywall (this is why I bought it).  So if you are buying in hopes of carrying 4x8 materials in your 6' bed, it won't work.  I skimmed so many reviews looking for the answer, couldn't find it, so I went ahead and purchased."
positive,Heavy Metal Solid Piece. Easy to install.<br />FYI- The eyes don’t light up it’s only the glow if any from your starters button.
positive,Installed on an 87 Jeep 2.5L couple months ago. No issues.
positive,I have this for 2 months. It works pretty well for its cheap price. no complaint so far.
positive,"Don't want my BT dongle to wear out, so I bought this. Seems well made so I think it will do the job I intend it to do."
positive,"Pretty straight forward replacement, plenty of videos online on how to replace, make sure you mark at least 3 references to align it back up as the installation tool is garbage, tools you'll need a marker, a 5.5mm and a 10mm possibly a step ladder and flashlight. If you have a chirp when your 3.0 kicks down to idle and its not a belt; sounds like its coming from the bellhousing but higher - this is your fix."
positive,Amazing transformation! Looks like a new car and the lights work great.
positive,I should have bought this years ago.  Its amazing.  I cannot add to what other have said because it just works and it quality made and seems like it will last for years.  Ive been using mine for several months now on a few truck batteries and it generally stays connected to my motorcycle when im not using it somewhere else.
negative,The product came with no instructions.  The items were folded in the package leaving creases and marks in the leather. Would not buy again
positive,Did what it was supposed to do used it on my 2001 F250
positive,My Track Tacoma look like new I am really like this one product
positive,"All of the stitch-up wheel covers are a long, tedious pain in the arse to install, that's just the nature of them. But WELL worth the time to do it right. They sometimes feel like they're too small to fit over a wheel (I've installed two of these now, both were a fight to get them over the circumference, but once on and stitched, you know why it's tight to get over the wheel in the first place. Oh, use the baseball stitch (two-needles, crossing, look up on U-tube), it's even more of a PITA to do, but worth it when finished."
negative,The thing doesn't stay tight. No matter what I did I have to tighten it after every drive... Till it gave up and the threads gave up... No good!
negative,"Never believe the ""universal fit"" propaganda. I have one for my Ford Explorer and it fits most of the windshield. There is a two inch gap on each side of the umbrella.<br /><br />I also bought one for my wife's car, a Mazda 6. It broke the first time she opened it."
positive,Use this product on all my leather sheaths for my knifes and leather boots. It’s actually really satisfying once you put it on leather and see how much it absorbs and brings leather back from Tearing to pieces
positive,I  used a two bulbs to replace the burned out  bulbs in the exterior street address sign on the house.  Keeps it lighted all night.
positive,If you have a car with a coating that repels water just one of these will be plenty to dry your car. If you have no protection on your car you'll be able to get through drying it with two of these. They're decent sized and do a great job. This was the first time I had purchased a dedicated microfiber drying towel and I'm very satisfied with it.
positive,"Lube the keys BEFORE you break them in, clean and relive.<br />200 A no arc! I won't try higher without barrier ( under construction now) before final assembly.<br />I will go positive side: inside!<br />1. Nice and dry.<br />2. Nice and concealed!<br />3. Nice branch for battery bank (2 12 VDC  100 AH AGM's with a bus fuse to the negative.)<br /><br />I CAN CHARGE:  One ! One and two!  One two three or drain the same way.<br /><br />Two important things to remember:<br />Charge number one first!<br />Don't forget the switches!<br />( $2.00 Chinese voltmeters above the bank will tell you : on ~off~~voltage<br />Or bad news?<br />I prefer the individual mount meters with a :&#34; pocket cigarette plug have only&#34;<br />With one isolated in the truck and the portable in your pocket: you can go anywhere.<br /><br />After I get my : PHD in electronics, I'll be able to tell you about those radio sensor's and if they are any good/worth the $$$$.<br />My vehicle gages and computer tell me enough but that little : &#34; postage stamp&#34; voltmeter tells me if I can: start~forgot the switch or just distract me to stop more often to check ALL the meters and if needed get out the multi meter to find an occasional vampire or gremlin.<br /><br />Good secondary switch for the trailer, second truck battery or garage charging station!<br /><br />I got 2 then 2 more!😀<br />Love the brass lugs and something I can tighten and get GOOD contact, don't forget the lube/conductive preparation: that you can get at occasionally.<br /><br />P. S. ( If you're considering a bank set up get a ROLL of #6 or #4 with Tim & terminators. Heat shrink tubing : if your religion allows it? I use peel & wrap ( easier to inspect & rewrap?)"
positive,This is my second California duster I’ve purchased and I love them so much. You can never go wrong
positive,"$80.00+at autozone vs $30.99 at Amazon, you choose, so far so good, they are performing as it should be, high in quality but easy on the wallet, I'll update this review later on and only if needed."
negative,"This is an inexpensive way to brighten up an old 1998 Toyota Corella. Even though I was not very satisfied with the lighting quality of the product, it did work and was brighter than the old foggy headlights. I guess because this product is quite inexpensive, some problems are expected. (1) The metal clips that came with the new headlights easily slipped out, especially the clip on the top, and the headlights could not be securely tightened; this happened to both left and right headlights, and I ended up re-using the clips from the old headlight; the clips from the old Toyota headlights were designed not to slip out. (2) Beam angle adjustment was difficult, as the plastic screws were very hard or impossible to turn, maybe because the plastic is not hard enough. (3) The headlight beams were poorly focused; in the pair I got, both left and right headlights were poorly focused, so it seems to be caused by the basic design of the reflectors inside the headlights. Instead of a continuous lighted region, the light beam is splintered as shown in the photos. I give this product 3 stars because it is inexpensive and sort of works, but the light beam focus is not very good."
negative,"I bought this to do a 3-step wax on my car, and though it did a great job, I think this is more meant for someone who is detailing 3-4 cars a week. I also noticed that even trying to be extremely careful upon startup, this thing has a really wide startup rotation that flings wax or polish all over the place. And yes, that was with the pad against the car surface before turning it on. 3 months after my intensive wax job, I am still finding flecks of wax and sealant on random parts of my car."
positive,"Love that this kit includes the trunk and drink seals and not just the door ones. I had bought another kit that only gave the doors, and it didn't solve my problems in the way that this did. Great product."
positive,Nice belt great quality. would recommend to anyone. super happy with this brand as i have used them for years
positive,"New Denali 2020<br />It fit perfect, looked great, and all my RV friends recommended the MX4 for 5th wheel towing. Easy to get to all the bed of truck<br />Love it"
positive,This brake kit seemed to be of very good quality. It had what I needed and everything fit into place as it should. I would recommend and would buy again.
positive,"The material of this bag is thick and sturdy, and the zipper is well sewn. Saying the bag is roomy is an understatement. On the inside, there are pockets galore to hold wrenches, screwdrivers, or any other tools you may need for a roadside emergency. There's a pocket on the outside plenty big enough for a pair of gloves. The attached ring makes it convenient for hanging. It's a good value."
positive,A very good wax!  Goes on easy and comes off easy with little dust.  Use on all my 6 cars from classic to modern.  Shine lasts several months.
positive,"The vent visors fit perfect, I purchased this set for protection from the rain entering the car. Before everyone it rained and in roll down the drivers window rain would drip into the car. So I bought this set to eliminate the rain, well almost but it does make it dryer than not having it on. It was easy to install and car washes do not hurt or damage the seal. It's also a great sun shade. I really like this product, and as I wrote, it was very easy to install and the hold is tight."
positive,Dad put it in his old malibu and it works well for him.
positive,"I like the price, and I like the feeling of safety that I have from keeping it in the glovebox. It is very lightweight, which concerns me a little--would it really work in an emergency situation? Hopefully I never get the opportunity to find out, but I will keep it in the car just in case!"
positive,We have a 2012 Hideout and our original door cam when bad. This was very easy to replace and it works perfectly.
positive,"There is a trick to putting these on. Get someone to do it for you!<br />Well, leverage is the trick, but caution is needed to prevent damage to the steering wheel.<br />This, however, is true of every cover I have ever seen.<br /><br />Once installed it is very comfortable to use and prevents your hand from welding itself to your steering wheel on hot days."
positive,"Great replacement AC Accumulator Low Pressure switch harness. I had an AC system on my 98 SIlverado that was cycling on and off, but recently mostly off. This can be caused by low freon and/or a low pressure switch. I had an AC shop top off my freon but didn't fix the clutch cycling issue. The AC switch and harness wire are the next probable causes. The AC Low pressure switch removes easily and seals itself when removed. Cut the original two wires, use two butt connectors or solder this harness in and plug it into a new Pressure switch and this fixed my AC cycling problems. Now nice cold air! :)"
positive,"Have been through several different chargers, so far so good! Good value for the $$ if it holds up"
positive,It's a must have for break jobs if you don't have a sand blaster. So I bought both sizes. Love them.
positive,"This is my favorite hoodie! It is beautiful and the fabric is quality. A friend accidentally touched the sleeve with the hot ash of her cigarette... I was upset, til I noticed, it didnt leave a mark! Any other sweat jacket would have had a hole in it... I call it my ""armour"" now!"
positive,Absolutely first class. NO drilling. You need one 13mm socket and about an hour. One person can install easy. Strong...and very nice looking. I have had pickups my entire life....running boards were always a pain to install and take care of. The Best!
positive,"It's excellent, My car looks beautiful and  that is I like it"
positive,"Work great, keeps 11 y/o snow blower going on 1st or 2nd pull"
negative,Used it all and it made no difference.  Would not order again.
positive,"I ordered this for our upcoming car trip, and it’s ideal for our purposes. While the main compartment functions well as a garbage can, having an easy-access top and a waterproof liner, we’re using it to store binoculars, charging cords, and a couple other small items we want to have at the ready. The side pockets hold water bottles or travel coffee mugs, and the tissue dispenser works well for either a box of tissues or a packet of wet wipes.<br />Very happy with this purchase, it will help keep us organized on our long car tips!"
positive,"I forgot to review this steering wheel cover when I first got it. But just the other day I happened to reach for my steering wheel and was still so nicely surprised with how good this cover feels, that here I am 3 years later writing a review.<br /><br />I bought this cover when my car was just months old to me. I liked my new car, but the steering wheel was really lacking and honestly didn't make me feel like I had control over my car at all times, so I just didn't feel safe. I have a small SUV and the steering wheel just made my car feel even smaller.  I didn't know what to expect when I purchased this steering cover, but almost as soon as I put the cover on, it transformed my entire driving experience in this car. I like driving my car and this cover is a large part of making driving enjoyable for me. I don't have really large hands, but before the steering wheel felt small. Now I have something to hold onto when I'm making turns or maneuvering my car and I feel tons safer.<br /><br />This picture was taken 2 days ago, three years after buying and installing it. It's still vibrant, shows no signs of cracking or wear, and although it was a pretty tight fit when I originally put it on, I'm glad that it was, because it means that there's not movement when I drive.<br /><br />I feel like my review is all over the place with effusiveness, but in short, it's great, especially for the price, and I'd buy it again today (if I needed one)."
positive,"Haven;t used it much yet, but in tests it worked quite well and as advertised. Storing it in the Jeep as a way to air up after crawling off road. I am happy with the quality and output of the pump."
negative,I used it on a motorcycle windshield. It did not remove scratches very well. I used it on a microwave front panel and the results were similar. Better than it was but not great.
positive,"I misread the description of this lamp, I thought it was going to be a single line bulb, but this one has 3 different segments that draw the line, it’s hard to explain, but when we mounted it to the forklift and calibrated it so that as the forklift is about to drive up to a row of shelves this light is drawing out its path in front of it.  With this light I dont think there is a way that you could run into the forklift unless your eyes were closed.  We are getting another one of these bulbs for the other side of the forklift to really protect everyone."
positive,Easy installation and works like a charm. An expensive fix for what could have been terrible.
negative,Didn't fit/contour the best during install.<br /><br />Poor quality and broke after driving in snow one time. See pictures.
negative,"Cost is good for what you get. The directions are a copy of a copy of China to English translation. This is a nice setup if it is used on a farm or personal use,  but not for a mechanic working his tools every day.<br /><br />Your opinions may differ.<br /><br />Good luck"
positive,[[VIDEOID:d25e02e9e154bf10eb57ef492a4213cf]] Nice hose bag<br /><br />It has a spot for everything !  My neighbor has a RV and he loved this.  Helps keep all his stuff much more organized and clean.
negative,"Echoing what the other guys here have said. There is an interference problem with the wingnuts when tightening, and the bolts are not J shaped which makes them a challenge.<br /><br />However... It is made of metal... and with a little modification works well."
positive,"It fitted nice in my type-r Honeycomb grille, I just purchased the emblem too , is on the way"
negative,"Bought two of them.  The snaps bend and fall off. Once the two parts of the snap come apart they're never going back together tight enough to not pry apart when unbuttoning them from a helmet.  Cheaply fabricated button snaps ruin this product as does the rattling of the shield against the helmet.  I've purchased little rubber feet to put inside the shield to rest against the helmet but it loses the some appeal with to little nubs sitting in your helmet, and it's a clear design flaw.  Make a little rubber trim or something and the problem would go away.<br /><br />In summary more quality hard metal snaps, and a little bumper on each side of the shield might bring the cost up $2-4 a helmet but it would be well worth it.  Not buying anymore of these shoddy shields."
positive,I'm totally happy with this item and how it works.  That part is worth 5 stars.  It looks and feels good.<br /><br />What I wish I realized before buying is there are no included instructions and to get the electronics out of your existing prius key you need to carefully pry it apart so it it doesn't damage the circuit board.  I found that starting to pry it open where the metal key normally lives was a good option (no electronics there to break.
positive,It worked really well. It did the job without messing up my dash. I use them for removing my truck dash.
negative,"Will not work with Ford vehicles because keys need to have computer chip. No locksmiths will attempt to cut the keys either stating that the ""cheap China keys"" will ruin their machines."
positive,"Screws int easilly o install, audio quality is great. I am not getting all the digital data of the radio call sign anymore, so my player tells me that instead of listening to ""KDUK"" I am listening to ""J!UL"" - whicch is a little odd, but can be humorous at times!"
positive,"This sure beats the heck out of the $300 Ford wanted to charge me for 20 lug nuts + install!!  Crazy people!!! Lol.  Anyway these go on easy and are a bit narrower than my old ones but was able to easily scratch the paint off a few.  It doesn't look bad but one kind of does.. has a big scratch on it now.  Still, not bad for the price!"
positive,"Last fall, I broke my passenger side mirror attempting to maneuver past a truck on a very narrow side street. Now, I would not have been able to attach a new mirror, but I also was not spending $300! So, I purchased this replacement mirror here, on Amazon. The price was very affordable, and it did not bother me that it was black. My car is an iridescent white shade, and I could have purchased the white mirror, but the lower price of the black mirror is what I could afford. Next, my parent's neighbor was skilled in some mechanical work, and volunteered to install the mirror. It took him about 20-30 minutes. I feel so much safer when driving, and this mirror functions very well. Thank you, Amazon, for such affordable prices!!!"
positive,"If you have kids and have had these sticky handles then you probably know about people getting some of that paste on their clothes or person. It’s the most embarrassing and frustrating thing when you have to constantly make people aware “watch the door handle”, “watch your clothes”. Now I don’t have to worry about it! Several helpful YouTube videos and 20-30 min a side and we were able to replace them all. Way cheaper than going to a reupholstery shop or the dealership! Save yourself that money and use it towards other things, like new AC Schnitzer parts :)"
negative,"Armorall extreme is actually better at half the cost. They normally have pretty decent products, this IS NOT one of them"
negative,"Does not fit coupe.  I did not return it as it took me way more effort to remove the old one and try to get this one to fit than the part was worth.  Totally useless for my application, description is completely wrong.  My friend has the sedan, out of curiosity I tried it on there, it fit.  Due to the poor quality of the material we immediately put his stock liner back in.  Bottom line, this product does not fit the coupe as listed.  Useless to me, waste of money."
positive,"I used to have a Matco pressure gauge that cost about $115. It broke within 6 months of owning it, and Matco refused to warranty it for free. Not wanting to buy another high dollar gauge, I picked this one up on a whim. The quality is great, especially for the price. Display comes on automatically when connected to a valve stem. Display is large enough and bright. And a better warranty than the tool truck brands! No complaints here. Can’t comment on long term reliability, but I’m sure this will last me a good while."
positive,Pretty straight forward install bit tricky on the passenger side preferred to install it with out the metal bar to the bumper
positive,These tire covers exceeded our expectations. The quality of materials is excellent and so is the construction. The fasteners work well and we expect very good service from these.
positive,The mileage between treatments varies on the road and weather conditions. Excellent product.
positive,It fits perfectly and appears to be a very durable material.
positive,Just got this cover. Have to leave car in driveway for a few weeks and didn’t want tree droppings on it. Tried it on today and I am so happy. Fits nice and looks sharp. It’s summer now and very hot but I think it will weather well. Also like the 3 straps. A bit windy here too.
negative,I like the packaging and quality but the brightness level is lower than expected!  This is claimed to offer 300 Lumens but other 250 Lumens bulbs are brighter than this.
positive,We leave our rv fan in the bathroom on pretty much all the time so the motor burns out every so often. This replacement motor fits and works perfectly and arrived quickly!
negative,"Originally, I had said that my husband loves these brakes, but after a few months they began squeaking pretty bad when the car comes to a slow stop. If you slam on the brakes it won't squeak, but who drives like that normally? We have had two mechanics look at them and they say the brakes are in great shape and have over 25,000 miles left on them. So we will deal with the squeaks but will never buy ceramic brake pads again."
negative,"I would say that these are mid level brakes.. They will get the job done, just maybe not as fast as other better brakes.  If you are looking for a mid level brake pad, this will do the job great.  Don't be fooled by the look to thinking this brake pad is higher quality than it is.  But for the dollar, works great."
positive,"As you can see, this car seat cover fits my Grand Cherokee Summit but does leave some gaps. That's okay because I wanted primarily for a little protection when I take my dogs to the dog park or to the lake.<br />No doubt about it, it's durable. Heavy duty construction, and paw prints wipe up in a jiffy. Looks a lot better than my previous canvas cover.<br />Takes no time at all to put it on. Very straightforward."
positive,"Looks and works just like the oem. Installing is a pain, but is doable with the right tools. FYI, get the socket that is advertised along with the oil pressure sensors. The installation is almost impossible without it."
positive,"For a while I was looking for something to block the sun from hitting my face, the sun visors would not reach and would always hit me but with this item I solved the problem fit perfectly on my Ford Expedition."
positive,Super easy to install (save your bulb from old one if working as not included) and a lot cheaper than bringing it in to be done at a dealership
positive,Never used but it looks like it'll work well enough when I do. I'll update if that changes.
positive,"The best from a great company,and you cant beat the price,works great,well made."
positive,No more stinky frustrating hoses yay  makes the job a million times easier. Love it . Check the jet sprayerl before using ours was loose and nearly flew off quick fix just screw it in tighter.
positive,"Gift for son, he wears it all the time. Good quality."
positive,A bit pricey but it works.  The tapered connection is also better than the original.  No slow vapor leak errors any more.
positive,A bit tricky to install in my 2016 Legacy. But there are a couple of videos on YouTube which were helpful for me. Product itself appears to be of good quality and has served me well in the past.  Cost compared to the dealership can't be beat.
positive,Just one of these guys when you purchase something unseen you gotta get it out of the box and try it. Ok...fit is perfect and totally satisfied.
positive,GOOD QUALITY AND DOES NOT FALL OFF EVEN AFTER WASHING YOUR CAR
negative,Product itself was good quality. Unfortunately it was the wrong gasket for my vehicle. Something I wasn't aware of until I was in the replacement process. The selection process missed an important element &#34;:gasket with or without a tab for a notch&#34;.
negative,This does not fit a 2008 dodge caravan. The bolt hole is not the correct size.
positive,This helped me pinpoint an oil leak on my Jeep but just remember you need to use UV lighting for this to glow.  Seems a little expensive for the size of the bottle but I was able to get 2 uses out of the bottle.  Once to find the leak and a second to confirm it had been fixed.
positive,The product was exactly what is described and what is shown. Seller understands these times are hard to deliver because of COIVD-19. It was expected that it would take 3-4 weeks to arrive like my other orders but it came 3 weeks early. Great product and seller.
positive,"Easy installation, programming is a little tricky. I installed this unit after giving up on another brand where you put an extra key in it. Wiring is a breeze if you know what you're doing and you shouldn't be installing a remote start yourself if you don't. 😀 Programming for my Ford Focus required reading some forums but works perfectly once programed.<br />One issue I've run into is having to reprogram it after the battery was disconnected."
positive,"Aero wipers have so far been the best quality wipers I have used yet. Very quiet operation, and they seem to lay better on the windshield, less tension as others I have used, which seems to help them be so quiet overall. Give them a try, I think you will find they both work well and good longevity."
positive,"I like this charcoal freshener. I think it is working. What I mean by that is when I step into my car I really don't smell anything. I think that is the idea here. It is fairly large which makes me feel like I got a good value for what I paid. I wish the rope that is attached was a different color, but otherwise I am happy with this product and would buy it again if I had to."
positive,"The good part: The fan works very, very well. It is much quieter than my old fan even on the highest setting. It sucks most all of the smells from frying out of the RV. If you put your hand next to the vent outside, you can feel a tremendous amount of air! The LED light is super duper bright on high and nice and low on low.<br /><br />The hard part: Installation. I had to cut my hood out with tin snips and drill out the tach welds. Then repaint parts of it. It took me about 4-5 hours for the install. If you're patient, it is worth the money. I was worried I wouldn't like it, but, I LOVE it! I rate my self as an average tinkerer."
negative,"I like this organizer. Bought it for our truck, but not big enough. I kept it because it is still helpful. Each compartment held about 2 groceriy bags full of food. Didn't bring ice, so can't comment on that. I will keep and still use it and may even buy another, just wish a larger size available."
positive,"One of these seized up within 100 miles.  I was able to free it up by stomping on the brakes a couple of times, and haven't had any issues since then. I originally posted a 1 star here, as I thought both of them were leaking! Pulled everything apart yesterday and discovered the leak is the dana 80 axle seals, not the calipers, so I have edited this review to correct. Again, other then the brief sticking issue, no problems with these at all."
negative,Worked well while it lasted. But after 3 months it burned out and stopped working.
negative,"It's probably okay in a lighter colored car, but on black interior, a microfiber is better.<br /><br />It smears dust and leaves a trail.<br />Way too thick (the handle) to get near the windshield."
positive,"Perfect for use with the Airstream. I did not use the adhesive, since I just set it on the surface."
negative,"A I stated above they do not fit a Silverado that I can figure out and I have been installing blades for a long time being a mechanic.<br />Now if it had instructions, I have had a time or two where something did not fit and after looking at the instructions will show me."
positive,"The cord replaced the original cord that came on our 1998 Ford diesel truck. Working in the northern states in winter, it enabled my husband to warm up the engine on those really cold mornings. Have no idea why the first owner of the truck would have cut the cord off necessitating us to buying a new one, but that is why we ordered the replacement cord. Very reasonable price and prompt shipment."
positive,Just as expected gave as gifts to my nephews they enjoyed them.
positive,"It's a standard ball mount, but unlike my older draw-tite mount this was made in china. Besides that it is a perfectly good hitch, I just plan to get a Curt one because my friend received his and his was made in USA and the price is the same so I'm planning on buying that instead."
negative,"Barely brighter than the stock bulbs on my 2013 JKU. Pattern is splotchy and high beams aren't much different than low beams. Also, the plug did not fully seat into the stock plug. Had to wrap a zip tie around it to make sure it stayed together.<br /><br />update: based on seller info, I adjusted rotation with the set screw. Now lights up correctly.<br />No instructions were included. And hex wrench not part of package.<br /><br />update: error codes for these bulb without a decoder are<br />B1638<br />B1634<br />B1630<br />B162C<br /><br />update: they flicker."
positive,Very easy to use and the window damage is not visible.
positive,Fits perfectly and appears to be of the same construction as the OEM filter in my 2013 Mercedes Benz C250 AMG Sport.
positive,"Used to clean all my vent covers.  Threw it in the washing machine and it looks brand new and ready to use next month.  Definitely the best brush I could have found.  Soft, durable and well made."
negative,"Did the job, but difficult to fit cord back in case and it gets hot when airing up things."
positive,"Awesome product, holds up very well when the prep work is done correctly"
positive,"This is expensive, but works well.  And no ETOH in the gas."
positive,"These fit my 2020 Subaru Outback perfectly. They give me privacy and block the sun. They can not be used if you roll down your window. Even a cracked window won't let air in. They fit pretty snuggly in the window frame. They don't go all the way down to the small cor er window, but it is nice to have a little visibility."
positive,"cute, but I only got 2 balls, and its wayyyyyyy shorter.  Cute but looks cheap and unfinished"
positive,"I don't mind cleaning my car. I know I should do it more often! But cleaning the car is almost fun. Until you get to the wheels.<br />I have never enjoyed cleaning the wheels.<br />With this, well, okay, I still don't enjoy it. But I can do it eright, and I can do it quickly, and that is a lot better than the sponge and hhose pipe!"
positive,"I put these covers on my Mule 4010 trans.  They fit well,and look good."
positive,This was installed in a 2004 rx330. It perfectly matches the factory appearance and is much cheaper. Only issue is that the socket doesn't lock into the light very well. Might need to silicone it in place.
positive,Great case it mounts great to anything. I haven't mounted two of the small bar on the trailer while I'm cooking I can just snap it in place it just doesn't move the elastic rubber bands that connect to each corner plus the clamp on the side you will not have any problems with your phone flopping out.
positive,"I wanted to test this product and see if it’s up to the quality using a ceramic glass cleaner. It really does bead away the water on my windshield. I applied it in the shade on a warm day after washing and drying the windshield.  My car windshield is in real good condition like a new car without any road grime or highway nicks.<br /><br />It only takes a small amount applied to the sponge that was included. I left it on for about 5 minutes then wiped off with the microfiber towel. I have to mention it takes some time getting it to fully wipe off without leaving any smudges. I did the rear window also and only used a small part of the bottle to complete everything. I like this product but I have used other ceramic cleaners that also did a good job.  Although I have never had a glass coating that last more than a year, so I will wait and see."
positive,Got this battery as a replacement for a dead one in a child's electric car. Fit perfectly and powered up immediately. Holds a charge well and works with the original charger. Good value for the money and brought our grand daughter's ride back to life. A win.
positive,"The dome and mechanism are about what you'd expect for the money. It will probably last 3 or 4 years unless you live in a hot, dry area. The fan is junk. The motor is noisy and the fan blades fell off after a few uses. It's about what you'd expect for the price. Look around on Amazon for a 3000 rpm 12 volt motor. You can find one with real bearings for around $20. You might be able to use the fan blades on the new motor. If not, make sure the replacement blades fit in the vent area."
negative,"Suction tube to short by 1.5"". Discharge hose too short. Threads on pump to loose to tighten to average gear oil containers. The combination makes for a messy job. Avoid this junk. It did pump, but that's it."
positive,"Custom tailored fit. Sharp looking. Slips on easily, then naturally compresses around key fob to fit securely.  Durable.  Protective.  Easy to remove fob from case when necessary."
positive,"This tool is great. Worked good to remove my aftermarket innovators west harmonic balancer from my C5 corvette. If there is a down fall it's that the instructions aren't the best. Other than that, I give this product 5 stars."
positive,"Its great stuff. Adds lubrication to cylinder walls, plus upped my mileage.."
positive,Used this to mount by brake line CR style on my 2000 yz125.
positive,Many of the 350z forums recommended this product. The shop that I use for my car is the premium imported car shop in the area and this is what they use. Happy with the smoother shifting and the piece of mind.
positive,No enclosed installation instructions and the video wasn’t complete. Front to rear straps self explanitary. What to do and where to hook elastic side straps?
positive,Well made and looks good instructions leave a bit to be desired but still informative.<br /><br />Mat black finish is well applied and the hardware looks like it has a quality finish.<br /><br />The rubber bump tabs that back stop the door are a little disappointing in size and could be beefier the locking tab could be a bit tighter the tab needs a minor adjustment maybe 1/24th closer.<br /><br />All in all the item is still a good value and a steal at the pricing of  one third the cost of similar Fuel tank Doors.
positive,We bought this to upgrade on a honda crf50. It fits great. The ability to adjust is awesome. Well worth the money.
